date,price_winter_kwh,price_summer_kwh
3/15/2019 15:45,0.293,0.334
3/15/2019 15:50,0.293,0.334
3/15/2019 15:55,0.293,0.334
3/15/2019 16:00,0.293,0.334
3/15/2019 16:05,0.293,0.334
3/15/2019 16:10,0.293,0.334
3/15/2019 16:15,0.293,0.334
3/15/2019 16:20,0.293,0.334
3/15/2019 16:25,0.293,0.334
3/15/2019 16:30,0.293,0.334
3/15/2019 16:35,0.293,0.334
3/15/2019 16:40,0.293,0.334
3/15/2019 16:45,0.293,0.334
3/15/2019 16:50,0.293,0.334
3/15/2019 16:55,0.293,0.334
3/15/2019 17:00,0.31,0.397
3/15/2019 17:05,0.31,0.397
3/15/2019 17:10,0.31,0.397
3/15/2019 17:15,0.31,0.397
3/15/2019 17:20,0.31,0.397
3/15/2019 17:25,0.31,0.397
3/15/2019 17:30,0.31,0.397
3/15/2019 17:35,0.31,0.397
3/15/2019 17:40,0.31,0.397
3/15/2019 17:45,0.31,0.397
3/15/2019 17:50,0.31,0.397
3/15/2019 17:55,0.31,0.397
3/15/2019 18:00,0.31,0.397
3/15/2019 18:05,0.31,0.397
3/15/2019 18:10,0.31,0.397
3/15/2019 18:15,0.31,0.397
3/15/2019 18:20,0.31,0.397
3/15/2019 18:25,0.31,0.397
3/15/2019 18:30,0.31,0.397
3/15/2019 18:35,0.31,0.397
3/15/2019 18:40,0.31,0.397
3/15/2019 18:45,0.31,0.397
3/15/2019 18:50,0.31,0.397
3/15/2019 18:55,0.31,0.397
3/15/2019 19:00,0.31,0.397
3/15/2019 19:05,0.31,0.397
3/15/2019 19:10,0.31,0.397
3/15/2019 19:15,0.31,0.397
3/15/2019 19:20,0.31,0.397
3/15/2019 19:25,0.31,0.397
3/15/2019 19:30,0.31,0.397
3/15/2019 19:35,0.31,0.397
3/15/2019 19:40,0.31,0.397
3/15/2019 19:45,0.31,0.397
3/15/2019 19:50,0.31,0.397
3/15/2019 19:55,0.31,0.397
3/15/2019 20:00,0.31,0.397
3/15/2019 20:05,0.31,0.397
3/15/2019 20:10,0.31,0.397
3/15/2019 20:15,0.31,0.397
3/15/2019 20:20,0.31,0.397
3/15/2019 20:25,0.31,0.397
3/15/2019 20:30,0.31,0.397
3/15/2019 20:35,0.31,0.397
3/15/2019 20:40,0.31,0.397
3/15/2019 20:45,0.31,0.397
3/15/2019 20:50,0.31,0.397
3/15/2019 20:55,0.31,0.397
3/15/2019 21:00,0.293,0.334
3/15/2019 21:05,0.293,0.334
3/15/2019 21:10,0.293,0.334
3/15/2019 21:15,0.293,0.334
3/15/2019 21:20,0.293,0.334
3/15/2019 21:25,0.293,0.334
3/15/2019 21:30,0.293,0.334
3/15/2019 21:35,0.293,0.334
3/15/2019 21:40,0.293,0.334
3/15/2019 21:45,0.293,0.334
3/15/2019 21:50,0.293,0.334
3/15/2019 21:55,0.293,0.334
3/15/2019 22:00,0.293,0.334
3/15/2019 22:05,0.293,0.334
3/15/2019 22:10,0.293,0.334
3/15/2019 22:15,0.293,0.334
3/15/2019 22:20,0.293,0.334
3/15/2019 22:25,0.293,0.334
3/15/2019 22:30,0.293,0.334
3/15/2019 22:35,0.293,0.334
3/15/2019 22:40,0.293,0.334
3/15/2019 22:45,0.293,0.334
3/15/2019 22:50,0.293,0.334
3/15/2019 22:55,0.293,0.334
3/15/2019 23:00,0.293,0.334
3/15/2019 23:05,0.293,0.334
3/15/2019 23:10,0.293,0.334
3/15/2019 23:15,0.293,0.334
3/15/2019 23:20,0.293,0.334
3/15/2019 23:25,0.293,0.334
3/15/2019 23:30,0.293,0.334
3/15/2019 23:35,0.293,0.334
3/15/2019 23:40,0.293,0.334
3/15/2019 23:45,0.293,0.334
3/15/2019 23:50,0.293,0.334
3/15/2019 23:55,0.293,0.334
